league,game_date,local_team,local_team_points,visit_team,visit_team_points,player_team,player_name,player_total_points,time,one_point_shots_get,one_point_shots_made,two_point_shots_get,two_point_shots_made,three_point_shots_get,three_point_shots_made,rebouts,assists,fouls,received_fouls
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,local,Spissu Marco,14,0,0,0,0,0,0,2,2,4,2,1
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,local,Casula Simone,0,0,0,0,0,0,0,0,0,0,0,0
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,local,Bamforth Scott,31,18,2,2,2,5,4,7,1,7,3,2
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,local,Planinic Darko,23,16,0,0,8,15,0,0,9,3,3,3
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,local,Devecchi Giacomo,7,3,0,0,0,0,1,1,0,0,1,0
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,local,Randolph Levi,4,0,0,0,0,2,0,0,1,1,1,0
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,local,Pierre Dyshawn,39,27,5,6,5,7,4,6,8,4,3,3
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,local,Jones Shawn,17,0,0,0,0,3,0,0,4,2,3,1
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,local,Hatcher William,26,5,0,0,1,1,1,5,1,3,4,1
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,local,Polonara Achille,19,8,1,1,2,3,1,2,7,3,0,1
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,local,Picarelli Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,local,Tavernari Jonathan,20,15,0,0,0,0,5,7,2,0,4,0
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,visit,Garrett Diante Maurice,33,12,2,2,2,9,2,5,3,9,1,3
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,visit,Poeta Giuseppe,22,11,4,4,2,3,1,2,2,4,1,6
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,visit,Stephens Quinton,1,0,0,0,0,0,0,0,0,0,2,0
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,visit,Patterson Lamar,22,10,1,2,3,5,1,3,6,3,2,3
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,visit,Washington Deron,24,5,3,8,1,3,0,1,5,1,2,6
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,visit,Okeke David Albright,20,4,1,2,0,3,1,3,4,2,1,1
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,visit,Jones Andre,33,15,0,0,6,12,1,3,6,2,1,1
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,visit,Mazzola Valerio,25,15,2,2,2,4,3,4,5,0,1,1
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,visit,Tourè Mohamed,0,0,0,0,0,0,0,0,0,0,0,0
lega,27/01/2018,Banco di Sardegna Sassari,92,Fiat Torino,80,visit,Iannuzzi Antonio,20,8,2,2,3,4,0,0,0,0,1,3
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,local,Spissu Marco,17,3,3,4,0,0,0,2,2,6,3,2
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,local,Bostic Joshua,24,4,0,0,2,2,0,3,4,0,2,0
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,local,Bamforth Scott,27,16,6,6,2,7,2,6,3,3,1,3
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,local,Planinic Darko,18,10,0,0,5,6,0,0,3,0,2,3
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,local,Devecchi Giacomo,0,0,0,0,0,0,0,0,0,0,0,0
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,local,Pierre Dyshawn,23,4,0,0,2,5,0,0,5,1,0,2
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,local,Jones Shawn,16,7,1,1,3,6,0,0,11,2,2,2
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,local,Stipcevic Rok,16,6,4,4,1,2,0,3,3,2,3,2
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,local,Hatcher William,23,17,2,2,3,4,3,9,1,3,5,3
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,local,Polonara Achille,22,8,0,0,1,3,2,5,5,1,0,1
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,local,Picarelli Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,local,Tavernari Jonathan,14,7,0,0,2,2,1,3,4,1,4,1
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,visit,Gentile Alessandro,35,22,1,1,9,14,1,1,5,0,1,3
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,visit,Umeh Michael,28,8,1,3,2,3,1,5,3,2,4,3
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,visit,Pajola Alessandro,0,0,0,0,0,0,0,0,0,0,0,0
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,visit,Baldi Rossi Filippo,14,5,0,0,1,3,1,2,1,0,0,0
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,visit,Ndoja Klaudio,10,0,0,0,0,1,0,0,2,0,2,0
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,visit,Lafayette Oliver,29,7,1,2,0,3,2,4,3,1,3,2
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,visit,Aradori Pietro,20,8,0,1,4,5,0,3,3,2,1,1
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,visit,Gentile Stefano,24,10,2,3,4,8,0,5,5,5,4,3
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,visit,Lawson Kenny,14,11,5,8,3,4,0,3,3,0,3,5
lega,11/02/2018,Banco di Sardegna Sassari,82,Segafredo Virtus Bologna,74,visit,Slaughter Marcus,26,3,1,4,1,3,0,0,5,1,1,5
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,local,Spissu Marco,23,3,0,0,0,0,1,2,4,6,2,1
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,local,Bostic Joshua,28,20,2,2,3,4,4,6,4,5,5,2
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,local,Bamforth Scott,14,6,0,0,0,3,2,5,2,2,3,1
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,local,Planinic Darko,20,23,5,5,9,11,0,0,2,1,2,4
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,local,Devecchi Giacomo,0,0,0,0,0,0,0,0,0,0,0,0
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,local,Pierre Dyshawn,18,13,1,2,3,3,2,2,2,2,0,1
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,local,Jones Shawn,20,8,0,0,4,8,0,0,1,3,3,1
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,local,Stipcevic Rok,27,9,0,0,0,0,3,6,1,4,1,3
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,local,Hatcher William,15,0,0,0,0,0,0,3,0,2,2,0
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,local,Polonara Achille,33,20,3,5,4,5,3,7,8,3,1,6
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,local,Picarelli Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,local,Tavernari Jonathan,2,0,0,0,0,0,0,0,0,0,1,0
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,visit,Johnson-Odom Darius,20,9,4,5,1,6,1,3,2,1,0,4
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,visit,Martin Kelvin,23,15,2,2,2,7,3,5,7,2,4,1
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,visit,Gazzotti Giulio,10,0,0,0,0,0,0,0,4,1,1,0
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,visit,Diener Travis,18,5,3,4,1,2,0,0,2,3,1,3
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,visit,Ricci Giampaolo,15,4,0,0,2,2,0,4,4,0,4,0
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,visit,Ruzzier Michele,22,5,0,0,1,1,1,2,3,4,1,2
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,visit,Portannese Marco,10,15,2,2,2,2,3,4,2,1,1,1
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,visit,Fontecchio Simone,30,12,2,2,2,7,2,5,4,0,2,3
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,visit,Sims Henry,20,2,2,2,0,4,0,0,5,1,3,3
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,visit,Diener Drake,24,15,4,4,1,2,3,4,0,0,1,3
lega,11/03/2018,Banco di Sardegna Sassari,102,Vanoli Cremona,86,visit,Milbourne Landon,8,4,0,0,2,3,0,1,1,0,1,0
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,local,Spissu Marco,21,11,2,4,0,1,3,4,1,4,4,3
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,local,Bostic Joshua,29,24,5,6,2,4,5,9,3,5,3,4
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,local,Bamforth Scott,17,7,1,2,0,0,2,6,0,0,2,2
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,local,Planinic Darko,19,4,2,4,1,3,0,0,5,1,1,3
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,local,Devecchi Giacomo,0,0,0,0,0,0,0,0,0,0,0,0
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,local,Pierre Dyshawn,20,2,0,0,1,1,0,1,2,0,0,2
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,local,Jones Shawn,17,4,0,0,2,3,0,0,3,1,2,1
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,local,Stipcevic Rok,33,15,2,2,2,3,3,6,0,4,5,4
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,local,Hatcher William,4,0,0,0,0,0,0,0,1,0,2,0
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,local,Polonara Achille,38,20,2,2,3,5,4,7,5,3,0,5
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,local,Picarelli Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,local,Tavernari Jonathan,2,0,0,0,0,1,0,0,0,0,1,0
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,visit,Avramovic Aleksa,14,6,1,2,1,4,1,2,3,2,2,2
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,visit,Bergamaschi Marco,0,0,0,0,0,0,0,0,0,0,0,0
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,visit,Natali Nicola,0,0,0,0,0,0,0,0,0,0,0,0
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,visit,Vene Siim-Sander,26,6,0,0,3,5,0,0,2,4,3,1
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,visit,Okoye Stanley,36,27,4,5,4,6,5,8,3,2,2,7
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,visit,Tambone Matteo,18,3,0,0,0,2,1,2,2,3,3,2
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,visit,Cain Tyler,30,12,6,8,3,6,0,0,13,3,3,5
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,visit,Delas Mario,10,6,0,0,3,3,0,0,2,0,4,0
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,visit,Ivanaj Nicola,0,0,0,0,0,0,0,0,0,0,0,0
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,visit,Ferrero Giancarlo,14,9,2,2,2,3,1,2,2,1,2,1
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,visit,Wells Cameron,32,17,0,0,7,9,1,1,1,4,2,2
lega,25/03/2018,Banco di Sardegna Sassari,87,Openjobmetis Varese,91,visit,Larson Tyler,20,5,0,0,1,1,1,2,2,5,3,0
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,local,Spissu Marco,16,5,0,0,1,1,1,4,0,1,2,0
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,local,Bostic Joshua,24,11,3,3,1,4,2,7,2,1,5,3
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,local,Bamforth Scott,24,13,4,4,3,4,1,4,0,2,3,3
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,local,Planinic Darko,17,12,2,2,5,7,0,0,7,0,2,2
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,local,Devecchi Giacomo,3,0,0,0,0,0,0,0,0,0,0,0
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,local,Pierre Dyshawn,8,0,0,0,0,1,0,0,1,0,2,0
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,local,Jones Shawn,17,8,2,2,3,8,0,0,9,0,5,1
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,local,Stipcevic Rok,25,7,4,5,0,1,1,5,2,7,1,5
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,local,Hatcher William,19,8,1,4,2,4,1,4,1,2,1,5
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,local,Polonara Achille,34,4,0,1,2,5,0,2,8,1,2,2
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,local,Picarelli Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,local,Tavernari Jonathan,13,8,0,0,1,2,2,6,3,1,3,0
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,visit,Moore Lee,21,6,2,2,2,4,0,0,0,0,3,2
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,visit,Hunt Dario,28,13,1,4,6,8,0,0,8,0,3,6
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,visit,Mastellari Martino,3,3,0,0,0,0,1,1,0,0,1,0
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,visit,Vitali Luca,29,10,3,5,2,2,1,2,4,9,3,3
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,visit,Landry Marcus,28,13,4,5,3,7,1,4,3,0,3,5
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,visit,Ortner Benjamin,11,4,0,0,2,3,0,0,5,0,2,0
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,visit,Fall Abdel,0,0,0,0,0,0,0,0,0,0,0,0
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,visit,Traini Andrea,11,0,0,0,0,0,0,0,2,0,1,0
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,visit,Vitali Michele,35,20,7,9,5,7,1,5,3,4,2,7
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,visit,Moss David,17,10,2,2,4,8,0,0,3,0,2,2
lega,08/04/2018,Banco di Sardegna Sassari,76,Germani Basket Brescia,80,visit,Sacchetti Brian,17,1,1,2,0,1,0,2,4,2,2,1
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,local,Spissu Marco,18,8,0,0,1,2,2,4,0,2,4,0
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,local,Bostic Joshua,31,8,4,4,2,4,0,4,4,3,4,4
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,local,Bamforth Scott,34,21,2,2,2,7,5,6,6,4,3,4
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,local,Planinic Darko,18,12,2,4,5,8,0,0,6,0,1,3
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,local,Devecchi Giacomo,6,0,0,0,0,0,0,0,0,0,1,0
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,local,Pierre Dyshawn,9,0,0,0,0,0,0,1,3,0,1,0
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,local,Jones Shawn,9,6,0,0,3,6,0,0,4,0,1,1
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,local,Stipcevic Rok,28,13,1,2,3,6,2,3,1,5,1,3
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,local,Hatcher William,19,9,1,1,4,8,0,2,0,1,2,2
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,local,Polonara Achille,24,7,3,5,2,6,0,3,5,0,2,4
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,local,Picarelli Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,local,Tavernari Jonathan,4,0,0,0,0,0,0,1,0,0,1,0
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,visit,Haynes MarQuez,30,18,5,7,5,5,1,2,3,2,1,4
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,visit,Peric Hrvoje,15,8,2,3,3,4,0,0,5,1,3,2
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,visit,Sosa Edgar,12,0,0,0,0,1,0,1,1,1,4,0
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,visit,Bramos Michael,21,6,1,2,1,1,1,4,3,2,1,2
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,visit,Tonut Stefano,20,14,2,3,3,4,2,2,3,3,1,2
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,visit,Daye Austin,21,18,3,4,3,4,3,3,5,1,3,2
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,visit,De Nicolao Andrea,19,8,2,4,0,1,2,3,2,4,0,4
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,visit,Jenkins Michael,9,0,0,0,0,1,0,2,3,1,1,1
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,visit,Ress Tomas,0,0,0,0,0,0,0,0,0,0,0,0
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,visit,Biligha Paul Stephan,14,5,1,2,2,3,0,0,0,0,3,2
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,visit,Cerella Bruno,13,0,0,0,0,0,0,2,3,3,1,0
lega,22/04/2018,Banco di Sardegna Sassari,84,Umana Reyer Venezia,92,visit,Watt Mitchell,26,15,1,2,7,11,0,1,6,3,3,2
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,local,Spissu Marco,15,2,2,2,0,0,0,4,1,2,2,1
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,local,Bostic Joshua,19,13,0,0,2,3,3,5,1,3,3,1
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,local,Bamforth Scott,28,22,3,3,2,4,5,8,3,10,2,3
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,local,Planinic Darko,20,18,2,4,8,10,0,0,6,0,3,4
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,local,Devecchi Giacomo,6,0,0,0,0,0,0,0,0,1,1,0
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,local,Bucarelli Lorenzo,8,4,0,0,2,2,0,2,2,1,3,0
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,local,Pierre Dyshawn,18,4,0,0,2,2,0,1,3,2,0,0
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,local,Jones Shawn,22,10,2,2,4,7,0,1,13,0,4,3
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,local,Stipcevic Rok,23,15,0,0,0,0,5,7,3,3,2,2
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,local,Hatcher William,13,5,0,0,1,1,1,3,0,5,1,3
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,local,Polonara Achille,24,19,2,2,4,4,3,5,4,1,3,1
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,local,Tavernari Jonathan,4,0,0,0,0,0,0,1,0,0,0,0
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,visit,Omogbo Manuel,26,8,2,2,3,6,0,0,9,0,3,2
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,visit,Ceron Marco,25,7,2,2,1,4,1,5,2,2,2,1
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,visit,Clarke Rotnei,35,18,2,4,2,5,4,9,1,5,3,6
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,visit,Mika Eric,20,17,5,6,6,7,0,0,7,0,2,3
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,visit,Bocconcelli Pietro,0,0,0,0,0,0,0,0,0,0,0,0
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,visit,Ancellotti Andrea,20,3,0,0,0,2,1,2,1,1,3,0
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,visit,Braun Taylor,37,19,7,9,3,7,2,4,4,4,2,8
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,visit,Crescenzi Gabriele,3,0,0,0,0,0,0,0,1,3,0,0
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,visit,Monaldi Diego,25,6,0,5,3,4,0,3,0,4,2,4
lega,09/05/2018,Banco di Sardegna Sassari,112,VL Pesaro,81,visit,Serpilli Michele,9,3,0,0,0,0,1,1,1,0,1,0
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,local,Martin Kelvin,17,3,1,2,1,1,0,0,3,0,3,2
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,local,Gazzotti Giulio,3,0,0,0,0,1,0,1,0,0,1,0
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,local,Diener Travis,20,0,0,0,0,1,0,4,2,5,0,2
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,local,Ricci Giampaolo,7,2,0,0,1,2,0,2,3,0,4,0
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,local,Ruzzier Michele,21,6,0,0,0,1,2,4,1,3,2,0
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,local,Portannese Marco,18,5,0,0,1,2,1,3,2,0,2,0
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,local,Sims Henry,32,18,4,4,7,17,0,1,5,1,4,2
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,local,Diener Drake,25,7,0,0,2,2,1,2,8,0,2,4
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,local,Johnson-Odom Darius,20,9,2,5,2,4,1,5,3,1,0,5
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,local,Milbourne Landon,37,10,1,1,3,7,1,4,3,2,2,2
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,visit,Goudelock Andrew,30,16,0,0,5,9,2,4,4,0,4,3
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,visit,Micov Vladimir,32,13,2,2,4,6,1,6,2,1,0,3
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,visit,Pascolo Davide,0,0,0,0,0,0,0,0,0,0,0,0
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,visit,Fontecchio Simone,0,0,0,0,0,0,0,0,0,0,0,0
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,visit,Cinciarini Andrea,12,2,0,0,1,3,0,1,3,0,1,0
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,visit,Cusin Marco,13,4,0,0,2,3,0,0,3,0,0,0
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,visit,Abass Abass Awudu,5,0,0,0,0,0,0,1,0,0,1,0
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,visit,M'Baye Amath,25,3,1,2,1,2,0,3,4,0,1,1
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,visit,Theodore Jordan,33,6,0,0,3,7,0,1,6,6,3,3
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,visit,Jefferson Cory,6,0,0,0,0,1,0,2,0,0,1,0
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,visit,Bertans Dairis,20,15,2,2,2,3,3,4,1,1,4,2
lega,01/10/2017,Vanoli Cremona,60,EA7 Emporio Armani Milano,76,visit,Gudaitis Arturas,24,17,9,11,4,8,0,0,17,0,2,8
lega,15/10/2017,Vanoli Cremona,92,The Flexx Pistoia,77,local,Johnson-Odom Darius,28,34,9,11,8,9,3,6,3,2,3,8
lega,15/10/2017,Vanoli Cremona,92,The Flexx Pistoia,77,local,Martin Kelvin,30,6,0,0,3,5,0,1,6,0,2,1
lega,15/10/2017,Vanoli Cremona,92,The Flexx Pistoia,77,local,Gazzotti Giulio,11,4,0,0,2,3,0,1,3,1,3,0
lega,15/10/2017,Vanoli Cremona,92,The Flexx Pistoia,77,local,Diener Travis,21,4,0,0,2,2,0,1,1,3,0,1
